2024037,stu2024037,stu2024037@school.edu,Chad,Hoert,19
2024038,stu2024038,stu2024038@school.edu,Joshua,Hoert,19
2024039,stu2024039,stu2024039@school.edu,Zach,Misenko,19
2024040,stu2024040,stu2024040@school.edu,Adam,Misenko,19
2024041,stu2024041,stu2024041@school.edu,Seth,Misenko,19
2024042,stu2024042,stu2024042@school.edu,Rob,Cook,19
2024043,stu2024043,stu2024043@school.edu,Shawn,Gebbie,19
2024044,stu2024044,stu2024044@school.edu,Christopher,Conwill,19
2024045,stu2024045,stu2024045@school.edu,David,Conwill,19
2024046,stu2024046,stu2024046@school.edu,David,Gillespie,19
2024047,stu2024047,stu2024047@school.edu,John Mark,Hershberger,19
2024048,stu2024048,stu2024048@school.edu,Kurt,Kramer,19
2024049,stu2024049,stu2024049@school.edu,Kenton,Kramer,19
2024050,stu2024050,stu2024050@school.edu,Tommy,Lamborn,19
2024051,stu2024051,stu2024051@school.edu,David,Lamborn,19
2024052,stu2024052,stu2024052@school.edu,Michael,Leach,19
2024053,stu2024053,stu2024053@school.edu,Jonathan,Sommer,19
2024054,stu2024054,stu2024054@school.edu,Timothy,McQuerry,19
2024055,stu2024055,stu2024055@school.edu,Todd,Meridith,19
2024056,stu2024056,stu2024056@school.edu,Sean,Miller,19
2024057,stu2024057,stu2024057@school.edu,Reed,Monegan,19
2024058,stu2024058,stu2024058@school.edu,Steve,Nowack,19
2024059,stu2024059,stu2024059@school.edu,Matthew,Oates,19
2024060,stu2024060,stu2024060@school.edu,Kevin,Payne,19
2024061,stu2024061,stu2024061@school.edu,Rick,Powers,19
2024062,stu2024062,stu2024062@school.edu,Joshua,Powers,19
2024063,stu2024063,stu2024063@school.edu,Ryan,Roberts,19
2024064,stu2024064,stu2024064@school.edu,Darin,Rosenvold,19
2024065,stu2024065,stu2024065@school.edu,Jeff,Roth,19
2024066,stu2024066,stu2024066@school.edu,Jonathan,Roth,19
2024067,stu2024067,stu2024067@school.edu,John,Sebestyen,19
2024068,stu2024068,stu2024068@school.edu,David,Snyder,19
2024069,stu2024069,stu2024069@school.edu,Timothy,Work,19
2024070,stu2024070,stu2024070@school.edu,Andrew,Male,19
2024071,stu2024071,stu2024071@school.edu,William,Surgeon,19
2024072,stu2024072,stu2024072@school.edu,Ben,toot,19
2024073,stu2024073,stu2024073@school.edu,Michael,Smith,19
2024074,stu2024074,stu2024074@school.edu,Robert,Ward,19
2024075,stu2024075,stu2024075@school.edu,Bob,Weinerheimer,19
2024076,stu2024076,stu2024076@school.edu,Jeff,Williams,19
2024077,stu2024077,stu2024077@school.edu,Bo,Wilson,19
2024078,stu2024078,stu2024078@school.edu,Bill,Wilson,19
2024079,stu2024079,stu2024079@school.edu,Brian,Wolf,19
2024080,stu2024080,stu2024080@school.edu,Jay,Hardback,19
2024081,stu2024081,stu2024081@school.edu,Joe,Phillips,19
2024082,stu2024082,stu2024082@school.edu,Linden,Phillips,19
2024083,stu2024083,stu2024083@school.edu,Tom,Smith,19
2024084,stu2024084,stu2024084@school.edu,Thomas,Ellison,19
2024085,stu2024085,stu2024085@school.edu,Ben,Legg,19
2024086,stu2024086,stu2024086@school.edu,Marty,Walker,19
2024087,stu2024087,stu2024087@school.edu,Bobby,Scandlon,19
2024088,stu2024088,stu2024088@school.edu,Patrick,Scandlon,19
2024089,stu2024089,stu2024089@school.edu,Willard,Scandlon,19
2024090,stu2024090,stu2024090@school.edu,Austin,Scandlon,19
2024091,stu2024091,stu2024091@school.edu,Jimmy,Myers,19
2024092,stu2024092,stu2024092@school.edu,Tony,Dulgar,19
2024093,stu2024093,stu2024093@school.edu,Clifford,Phillips,19
2024094,stu2024094,stu2024094@school.edu,Scott,Phillips,19
2024095,stu2024095,stu2024095@school.edu,Rodge,Campbel,19
2024096,stu2024096,stu2024096@school.edu,Matthew,Perkins,19
2024097,stu2024097,stu2024097@school.edu,Leroy,Meadows,19
2024098,stu2024098,stu2024098@school.edu,John,Mullins,19
2024099,stu2024099,stu2024099@school.edu,Clifford,Roop,19
2024100,stu2024100,stu2024100@school.edu,Timothy,Roop,19
2024101,stu2024101,stu2024101@school.edu,Kim,Roose,19
2024102,stu2024102,stu2024102@school.edu,Michael,Tanner,19
2024103,stu2024103,stu2024103@school.edu,Michael,Vanek,19
2024104,stu2024104,stu2024104@school.edu,Paul,Brentlinger,19
2024105,stu2024105,stu2024105@school.edu,Paul,DeHart,19
2024106,stu2024106,stu2024106@school.edu,Nate,DeHart,19
2024107,stu2024107,stu2024107@school.edu,Nate,Wolf,19
2024108,stu2024108,stu2024108@school.edu,Grant,Steyer,19
2024109,stu2024109,stu2024109@school.edu,Todd,Steyer,19
2024110,stu2024110,stu2024110@school.edu,Teddy,Guyulas,19
2024111,stu2024111,stu2024111@school.edu,Tommy,Guyulas,19
2024112,stu2024112,stu2024112@school.edu,Wyatt,Cravatas,19
2024113,stu2024113,stu2024113@school.edu,Michael,Deuring,19
2024114,stu2024114,stu2024114@school.edu,Aaron,Hicks,19
2024115,stu2024115,stu2024115@school.edu,Doug,Dougherty,19
2024116,stu2024116,stu2024116@school.edu,Matthew,Honaker,19
2024117,stu2024117,stu2024117@school.edu,Andrew,Konya,19
2024118,stu2024118,stu2024118@school.edu,Fred,Leach,19
2024119,stu2024119,stu2024119@school.edu,Cole,Morgan,19
2024120,stu2024120,stu2024120@school.edu,Keeler,North,19
2024121,stu2024121,stu2024121@school.edu,Jason,Routzon,19
2024122,stu2024122,stu2024122@school.edu,Jim,Shimer,19
2024123,stu2024123,stu2024123@school.edu,Kevin,Tinter,19
2024124,stu2024124,stu2024124@school.edu,Daniel,Tousley,19
2024125,stu2024125,stu2024125@school.edu,Paul,Tousley,19
2024126,stu2024126,stu2024126@school.edu,Adam,Whitney,19
2024127,stu2024127,stu2024127@school.edu,Seth,Whitney,19
2024128,stu2024128,stu2024128@school.edu,Wesley,Loudermilk,19
2024129,stu2024129,stu2024129@school.edu,Wesley,Ziegler,19
2024130,stu2024130,stu2024130@school.edu,Charles,Ziegler,19
2024131,stu2024131,stu2024131@school.edu,David,Mullins,19
2024132,stu2024132,stu2024132@school.edu,Scott,Severence,19
2024133,stu2024133,stu2024133@school.edu,Jason,Stephens,19
2024134,stu2024134,stu2024134@school.edu,Brad,Seivers,19
2024135,stu2024135,stu2024135@school.edu,Zach,Oswold,19
2024136,stu2024136,stu2024136@school.edu,Wes,Boggs,19
2024137,stu2024137,stu2024137@school.edu,Matthew,Strang,19
2024138,stu2024138,stu2024138@school.edu,David,Meisner,19
2024139,stu2024139,stu2024139@school.edu,Wyatt,Henderson,19
2024140,stu2024140,stu2024140@school.edu,Adam,Wonus,19
2024141,stu2024141,stu2024141@school.edu,Matthew,McCleese,19
2024142,stu2024142,stu2024142@school.edu,Cameron,Vogle,19
2024143,stu2024143,stu2024143@school.edu,Bodie,Hillwig,19
2024144,stu2024144,stu2024144@school.edu,Kevin,Pesheck,19
2024145,stu2024145,stu2024145@school.edu,Ian,Pesheck,19
2024146,stu2024146,stu2024146@school.edu,Christian,Pesheck,19
2024147,stu2024147,stu2024147@school.edu,Andy,Zywick,19
2024148,stu2024148,stu2024148@school.edu,John,Zywick,19
2024149,stu2024149,stu2024149@school.edu,David,Brown,19
2024150,stu2024150,stu2024150@school.edu,Andrew,Stefan,19
2024151,stu2024151,stu2024151@school.edu,Matthew,Stefan,19
2024152,stu2024152,stu2024152@school.edu,Christopher,Brown,19
2024153,stu2024153,stu2024153@school.edu,Ben,Olsen,19
2024154,stu2024154,stu2024154@school.edu,Bryce,Sedio,19
2024155,stu2024155,stu2024155@school.edu,Jared,Wills,19
2024156,stu2024156,stu2024156@school.edu,Nick,WIlls,19
2024157,stu2024157,stu2024157@school.edu,Casey,O'Brian,19
2024158,stu2024158,stu2024158@school.edu,Shawn,O'Brian,19
2024159,stu2024159,stu2024159@school.edu,Jason,Linden,19
2024160,stu2024160,stu2024160@school.edu,Perry,Cohen,19
2024161,stu2024161,stu2024161@school.edu,Austin,Stephanos,19
2024162,stu2024162,stu2024162@school.edu,Steven,Roque,19
2024163,stu2024163,stu2024163@school.edu,Nathan,Roque,19
2024164,stu2024164,stu2024164@school.edu,Geoffry,Martel,19
2024165,stu2024165,stu2024165@school.edu,Gregory,Martel,19
2024166,stu2024166,stu2024166@school.edu,Grant,Martel,19
2024167,stu2024167,stu2024167@school.edu,Eric,Clinton,19
2024168,stu2024168,stu2024168@school.edu,J'mark,Boliver,19
2024169,stu2024169,stu2024169@school.edu,J'Herne,Boliver,19
2024170,stu2024170,stu2024170@school.edu,Mark,Zurowski,19
2024171,stu2024171,stu2024171@school.edu,Matthew,Zurowski,19
2024172,stu2024172,stu2024172@school.edu,Michael,Zurowski,19
2024173,stu2024173,stu2024173@school.edu,Duncan,McCord,19
2024174,stu2024174,stu2024174@school.edu,Malcom,McCord,19
2024175,stu2024175,stu2024175@school.edu,Angus,McCord,19
2024176,stu2024176,stu2024176@school.edu,Clay,Parris,19
2024177,stu2024177,stu2024177@school.edu,Kendall,Virginia,19
2024178,stu2024178,stu2024178@school.edu,Mathias,Uribe,19
2024179,stu2024179,stu2024179@school.edu,Nicholas,Uribe,19
2024180,stu2024180,stu2024180@school.edu,Michael,Stolzenberg,19
2024181,stu2024181,stu2024181@school.edu,Harris,Stolzenberg,19
2024182,stu2024182,stu2024182@school.edu,Philip,Mashki,19
2024183,stu2024183,stu2024183@school.edu,Philip,Mahi,19
2024184,stu2024184,stu2024184@school.edu,Florian,France,19
2024185,stu2024185,stu2024185@school.edu,Julian,France,19
2024186,stu2024186,stu2024186@school.edu,Donny,harmison,19
2024187,stu2024187,stu2024187@school.edu,Donny,MPMS,19
2024188,stu2024188,stu2024188@school.edu,Chris,Keope,19
2024189,stu2024189,stu2024189@school.edu,Jake,Carner,19
2024190,stu2024190,stu2024190@school.edu,Jake,Jurowski,19
2024191,stu2024191,stu2024191@school.edu,Robbie,MPMS,19
2024192,stu2024192,stu2024192@school.edu,Phillip,Green,19
2024193,stu2024193,stu2024193@school.edu,Shawn,Green,19
2024194,stu2024194,stu2024194@school.edu,shawn,gray,19
2024195,stu2024195,stu2024195@school.edu,Brandon,Knight,19
2024196,stu2024196,stu2024196@school.edu,Phillip,Wilsie,19
2024197,stu2024197,stu2024197@school.edu,Caleb,Hollo,19
2024198,stu2024198,stu2024198@school.edu,Jared,Grey,19
2024199,stu2024199,stu2024199@school.edu,Redmond,Gerard,19
2024200,stu2024200,stu2024200@school.edu,Tom,Holland,19
2024201,stu2024201,stu2024201@school.edu,Lucas,Judy,19
2024202,stu2024202,stu2024202@school.edu,Lucas,Benentt,19
2024203,stu2024203,stu2024203@school.edu,Jared,Enting,19
2024204,stu2024204,stu2024204@school.edu,Jared,MPMS,19
2024205,stu2024205,stu2024205@school.edu,Frank,Panstingal,19
2024206,stu2024206,stu2024206@school.edu,Adrian,Wilson,19
2024207,stu2024207,stu2024207@school.edu,Cory,Saddler,19
2024208,stu2024208,stu2024208@school.edu,Nick,Markley,19
2024209,stu2024209,stu2024209@school.edu,Telo ,Grove,19
2024210,stu2024210,stu2024210@school.edu,Danny,Bevan,19
2024211,stu2024211,stu2024211@school.edu,Josh,Green,19
2024212,stu2024212,stu2024212@school.edu,Garett,Stewart,19
2024213,stu2024213,stu2024213@school.edu,Mark,Bazemore,19
2024214,stu2024214,stu2024214@school.edu,John,McVicker,19
2024215,stu2024215,stu2024215@school.edu,Frank,DeCapio,19
2024216,stu2024216,stu2024216@school.edu,Mark,Sunde,19
2024217,stu2024217,stu2024217@school.edu,Jeremy,Morningstar,19
2024218,stu2024218,stu2024218@school.edu,Jordan,Zolman,19
2024219,stu2024219,stu2024219@school.edu,Mason,Cooley,19
2024220,stu2024220,stu2024220@school.edu,Connor,masonfriend,19
2024221,stu2024221,stu2024221@school.edu,Greg,Kinitis,19
2024222,stu2024222,stu2024222@school.edu,Adam,Johnson,19
2024223,stu2024223,stu2024223@school.edu,Justin,Bonheim,19
2024224,stu2024224,stu2024224@school.edu,Blake,Bonheim,19
2024225,stu2024225,stu2024225@school.edu,Andrew,Sherer,19
2024226,stu2024226,stu2024226@school.edu,Mark,Zuiderveen,19
2024227,stu2024227,stu2024227@school.edu,Jim,Ringer,19
2024228,stu2024228,stu2024228@school.edu,Jason,Mascari,19
2024229,stu2024229,stu2024229@school.edu,brent,Davis,19
2024230,stu2024230,stu2024230@school.edu,Danny,Kyper,19
2024231,stu2024231,stu2024231@school.edu,Danny,Webster,19
2024232,stu2024232,stu2024232@school.edu,clay,Febus,19
2024233,stu2024233,stu2024233@school.edu,Brian,clayfriend,19
2024234,stu2024234,stu2024234@school.edu,David,Farley,19
2024235,stu2024235,stu2024235@school.edu,Tyler,Andrew,19
2024236,stu2024236,stu2024236@school.edu,Brian,Vickers,19
2024237,stu2024237,stu2024237@school.edu,Anthony,PIasano,19
2024238,stu2024238,stu2024238@school.edu,Zach,Arnold,19
2024239,stu2024239,stu2024239@school.edu,Brandon,Kaskey,19
2024240,stu2024240,stu2024240@school.edu,Jimmy,Kaskey,19
2024241,stu2024241,stu2024241@school.edu,Jimmy,Guess,19
2024242,stu2024242,stu2024242@school.edu,Eric,Guillentine,19
2024243,stu2024243,stu2024243@school.edu,Joshua,Mullins,19
2024244,stu2024244,stu2024244@school.edu,Nathan,Cunningham,19
2024245,stu2024245,stu2024245@school.edu,Seth,Cunningham,19
2024246,stu2024246,stu2024246@school.edu,Benny,Cunningham,19
2024247,stu2024247,stu2024247@school.edu,Alexi,Ivanovich,19
2024248,stu2024248,stu2024248@school.edu,Ivan,Demitrovich,19
2024249,stu2024249,stu2024249@school.edu,Dale,Berskin,19
2024250,stu2024250,stu2024250@school.edu,Matt,Carper,19
2024251,stu2024251,stu2024251@school.edu,Jack,Carper,19
2024252,stu2024252,stu2024252@school.edu,Austin,Oh,19
2024253,stu2024253,stu2024253@school.edu,Ryan,Hornack,19
2024254,stu2024254,stu2024254@school.edu,Shawn,Baisden,19
2024255,stu2024255,stu2024255@school.edu,Jimmy,Meyers,19
2024256,stu2024256,stu2024256@school.edu,Jimmy,Murphy,19
2024257,stu2024257,stu2024257@school.edu,Brad,Brock,19
2024258,stu2024258,stu2024258@school.edu,Randy,Richner,19
2024259,stu2024259,stu2024259@school.edu,Andrew,Witzak,19
2024260,stu2024260,stu2024260@school.edu,Kyle,Bruffy,19
2024261,stu2024261,stu2024261@school.edu,Alex,dakota,19
2024262,stu2024262,stu2024262@school.edu,Danny,Dakota,19
2024263,stu2024263,stu2024263@school.edu,David,Calif,19
2024264,stu2024264,stu2024264@school.edu,Jeremy,playfirstbase,19
2024265,stu2024265,stu2024265@school.edu,David,Jamison,19
2024266,stu2024266,stu2024266@school.edu,Barry,Horvath,19
2024267,stu2024267,stu2024267@school.edu,Marc,Berry,19
2024268,stu2024268,stu2024268@school.edu,Marc,Calif,19
2024269,stu2024269,stu2024269@school.edu,Troy,Berry,19
2024270,stu2024270,stu2024270@school.edu,Kyle,Chippewa,19
2024271,stu2024271,stu2024271@school.edu,Matthew,Lacrosse,19
2024272,stu2024272,stu2024272@school.edu,Derwin,Loverink,19
2024273,stu2024273,stu2024273@school.edu,Peter,Loverink,19
2024274,stu2024274,stu2024274@school.edu,Aiden,Loverink,19
2024275,stu2024275,stu2024275@school.edu,Gordy,Sanders,19
2024276,stu2024276,stu2024276@school.edu,Nico,White,19
2024277,stu2024277,stu2024277@school.edu,Tommy,Brady,19
2024278,stu2024278,stu2024278@school.edu,Aaron,Green,19
2024279,stu2024279,stu2024279@school.edu,Mike,Long,19
2024280,stu2024280,stu2024280@school.edu,Mike,Cole,19
2024281,stu2024281,stu2024281@school.edu,Jordan,Grills,19
2024282,stu2024282,stu2024282@school.edu,Johnny,McDougal,19
2024283,stu2024283,stu2024283@school.edu,Steve,Brown,19
2024284,stu2024284,stu2024284@school.edu,Greg,Streme,19
2024285,stu2024285,stu2024285@school.edu,Abdul,Gassed,19
2024286,stu2024286,stu2024286@school.edu,Greg ,Cornelius,19
2024287,stu2024287,stu2024287@school.edu,Bobby,Pembridge,19
2024288,stu2024288,stu2024288@school.edu,Tim,Miskimen,19
2024289,stu2024289,stu2024289@school.edu,Ryan,O'Callaghan,19
2024290,stu2024290,stu2024290@school.edu,Eric,O'Callaghan,19
2024291,stu2024291,stu2024291@school.edu,Codi,Schmidt-McPhee,19
2024292,stu2024292,stu2024292@school.edu,Ty,Sheridin,19
2024293,stu2024293,stu2024293@school.edu,Jacob seth,Loughland,19
2024294,stu2024294,stu2024294@school.edu,Seth,Clearwater,19
2024295,stu2024295,stu2024295@school.edu,Thomas,Brodi-Sanger,19
2024296,stu2024296,stu2024296@school.edu,Mickey,Matson,19
2024297,stu2024297,stu2024297@school.edu,Brett,Portage,19
2024298,stu2024298,stu2024298@school.edu,Brett,Nau,19
2024299,stu2024299,stu2024299@school.edu,David,Wright,19
2024300,stu2024300,stu2024300@school.edu,Frankie,Suthard,19
2024301,stu2024301,stu2024301@school.edu,Cody,Suthard,19
2024302,stu2024302,stu2024302@school.edu,Jase,Suthard,19
2024303,stu2024303,stu2024303@school.edu,Philip,Smith-bros,19
2024304,stu2024304,stu2024304@school.edu,Reshet,Moti,19
2024305,stu2024305,stu2024305@school.edu,CJ,Scout,19
2024306,stu2024306,stu2024306@school.edu,Caleb,Scout,19
2024307,stu2024307,stu2024307@school.edu,Chris,Scout,19
2024308,stu2024308,stu2024308@school.edu,Misha,Hotel,19
2024309,stu2024309,stu2024309@school.edu,Matty,Aussie,19
2024310,stu2024310,stu2024310@school.edu,Julian,Aussie,19
2024311,stu2024311,stu2024311@school.edu,Mikey,Argy,19
2024312,stu2024312,stu2024312@school.edu,Sandro,Argy,19
2024313,stu2024313,stu2024313@school.edu,Jeremy,Kocher,19
2024314,stu2024314,stu2024314@school.edu,Zach,Kocher,19
2024315,stu2024315,stu2024315@school.edu,Gregory,Petek,19
2024316,stu2024316,stu2024316@school.edu,Thomas,Petek,19
2024317,stu2024317,stu2024317@school.edu,Mark,Regowski,19
2024318,stu2024318,stu2024318@school.edu,Randall,Bolinger,19
2024319,stu2024319,stu2024319@school.edu,Eric,Larson,19
2024320,stu2024320,stu2024320@school.edu,Steven,Larson,19
2024321,stu2024321,stu2024321@school.edu,Carter,Bratton,19
2024322,stu2024322,stu2024322@school.edu,Rotem,Mathias,19
2024323,stu2024323,stu2024323@school.edu,Erick,Johnson,19
2024324,stu2024324,stu2024324@school.edu,Jacob,Wetterling,19
2024325,stu2024325,stu2024325@school.edu,Tom,Daley,19
2024326,stu2024326,stu2024326@school.edu,Tom,Danley,19
2024327,stu2024327,stu2024327@school.edu,Brig,Miller,19
2024328,stu2024328,stu2024328@school.edu,Dillon,Weisler,19
2024329,stu2024329,stu2024329@school.edu,Jaden,Henline,19
2024330,stu2024330,stu2024330@school.edu,Ryan,McManus,19
2024331,stu2024331,stu2024331@school.edu,Jacob,Miracle,19
2024332,stu2024332,stu2024332@school.edu,Aiden,Bryant,19
2024333,stu2024333,stu2024333@school.edu,Bo,Folger,19
2024334,stu2024334,stu2024334@school.edu,Tyler,Folger,19
2024335,stu2024335,stu2024335@school.edu,Lucas,Folger,19
2024336,stu2024336,stu2024336@school.edu,Cort,Oregon,19
2024337,stu2024337,stu2024337@school.edu,David,Whitewolf,19
2024338,stu2024338,stu2024338@school.edu,Ralph,Marachio,19
2024339,stu2024339,stu2024339@school.edu,Devon,Sawa,19
2024340,stu2024340,stu2024340@school.edu,Greg,Xenon,19
2024341,stu2024341,stu2024341@school.edu,Robert,Irwin,19
2024342,stu2024342,stu2024342@school.edu,Drilon,Sadiku,19
2024343,stu2024343,stu2024343@school.edu,Drin,Sadiku,19
2024344,stu2024344,stu2024344@school.edu,Lucas,Wallencheck,19
2024345,stu2024345,stu2024345@school.edu,Brian,Clouds,19
2024346,stu2024346,stu2024346@school.edu,Charlie,Bandan,19
2024347,stu2024347,stu2024347@school.edu,Tyler,VA,19
2024348,stu2024348,stu2024348@school.edu,Grayson,DC,19
2024349,stu2024349,stu2024349@school.edu,Tanner,VA,19
2024350,stu2024350,stu2024350@school.edu,Taylor,Starr,19
2024351,stu2024351,stu2024351@school.edu,Hunter,Starr,19
2024352,stu2024352,stu2024352@school.edu,Thomas,Tex,19
2024353,stu2024353,stu2024353@school.edu,Robert,Burroughs,19
2024354,stu2024354,stu2024354@school.edu,David,Anthony,19
2024355,stu2024355,stu2024355@school.edu,William,Blakeney,19
2024356,stu2024356,stu2024356@school.edu,Philip,Model,19
2024357,stu2024357,stu2024357@school.edu,Scott,Allen,19
2024358,stu2024358,stu2024358@school.edu,Scott,Drummond,19
2024359,stu2024359,stu2024359@school.edu,Ron,Drummond,19
2024360,stu2024360,stu2024360@school.edu,Brett,Klauss,19
2024361,stu2024361,stu2024361@school.edu,Jason,Klauss,19
2024362,stu2024362,stu2024362@school.edu,Zach,Garner,19
2024363,stu2024363,stu2024363@school.edu,Keegan,Garner,19
2024364,stu2024364,stu2024364@school.edu,Zach,Mesinko,19
2024365,stu2024365,stu2024365@school.edu,Adam,Mesinko,19
2024366,stu2024366,stu2024366@school.edu,Danny,Chambers,19
2024367,stu2024367,stu2024367@school.edu,Danny,Honeycutt,19
2024368,stu2024368,stu2024368@school.edu,Danny,Winton,19
2024369,stu2024369,stu2024369@school.edu,Lars,Eckburg,19
2024370,stu2024370,stu2024370@school.edu,Duke,Gains,19
2024371,stu2024371,stu2024371@school.edu,Jeff,Mohler,19
2024372,stu2024372,stu2024372@school.edu,Andrew,Mohler,19
2024373,stu2024373,stu2024373@school.edu,Nathan,Mohler,19
2024374,stu2024374,stu2024374@school.edu,Jacob,Mohler,19
2024375,stu2024375,stu2024375@school.edu,Martin,Mohler,19
2024376,stu2024376,stu2024376@school.edu,Randall,Mohler,19
2024377,stu2024377,stu2024377@school.edu,Jeremy,Reeder,19
2024378,stu2024378,stu2024378@school.edu,Ben,Hawley,19
2024379,stu2024379,stu2024379@school.edu,Joshua,Robb,19
2024380,stu2024380,stu2024380@school.edu,JJ,Robb,19
2024381,stu2024381,stu2024381@school.edu,Joey,Robb,19
2024382,stu2024382,stu2024382@school.edu,Ilia,Malinin,19
2024383,stu2024383,stu2024383@school.edu,Simon,Brown,19
2024384,stu2024384,stu2024384@school.edu,Tyler,Kobel,19
2024385,stu2024385,stu2024385@school.edu,Mario,Roulette,19
2024386,stu2024386,stu2024386@school.edu,Rick,Dancer,19
2024387,stu2024387,stu2024387@school.edu,Gabriel,Silva,19
2024388,stu2024388,stu2024388@school.edu,Joshua,Kontour,19
2024389,stu2024389,stu2024389@school.edu,Evan,Kontour,19
2024390,stu2024390,stu2024390@school.edu,Joshua,Dundr,19
2024391,stu2024391,stu2024391@school.edu,David,Merk,19
2024392,stu2024392,stu2024392@school.edu,Charles,Ridley,19
2024393,stu2024393,stu2024393@school.edu,Johnathan,Ridley,19
2024394,stu2024394,stu2024394@school.edu,Paul,Ridley,19
2024395,stu2024395,stu2024395@school.edu,Michael,Slayton,19
2024396,stu2024396,stu2024396@school.edu,Christian,Slayton,19
2024397,stu2024397,stu2024397@school.edu,Levi,McCoaughey,19
2024398,stu2024398,stu2024398@school.edu,Livingston,McConaughey,19
2024399,stu2024399,stu2024399@school.edu,William,Vance,19
2024400,stu2024400,stu2024400@school.edu,Andrew,Miller,19
2024401,stu2024401,stu2024401@school.edu,Bradley,Little,19
2024402,stu2024402,stu2024402@school.edu,Curtis,Post,19
2024403,stu2024403,stu2024403@school.edu,Scout,Beachovich,19
2024404,stu2024404,stu2024404@school.edu,Deven,Jackson,19
2024405,stu2024405,stu2024405@school.edu,Casey,Likes,19
2024406,stu2024406,stu2024406@school.edu,Eitan,Yahalomi,19
2024407,stu2024407,stu2024407@school.edu,Rizkallah,Saliba,19
2024408,stu2024408,stu2024408@school.edu,Austin,Saliba,19
2024409,stu2024409,stu2024409@school.edu,David,Saliba,19
2024410,stu2024410,stu2024410@school.edu,Neil,Rutter,19
2024411,stu2024411,stu2024411@school.edu,John,Skyview,19
2024412,stu2024412,stu2024412@school.edu,Timothy,Bair,19
2024413,stu2024413,stu2024413@school.edu,David,Bair,19
2024414,stu2024414,stu2024414@school.edu,Michael,Weber,19
2024415,stu2024415,stu2024415@school.edu,Dean,Howard,19
2024416,stu2024416,stu2024416@school.edu,Brandon,DelToro,19
2024417,stu2024417,stu2024417@school.edu,Aaron,Favri,19
2024418,stu2024418,stu2024418@school.edu,Carson,Glasier,19
2024419,stu2024419,stu2024419@school.edu,Connor,Glasier,19
2024420,stu2024420,stu2024420@school.edu,Marty,Sampson,19
2024421,stu2024421,stu2024421@school.edu,Mason,Sampson,19
